block_id,rule_based_tag,x_position,y_position,rel_y_position,block_width,block_height,font_size,rel_font_size,is_bold,text_length,line_count,is_all_caps,ends_with_punct,text
34,header,74.42400360107422,56.733001708984375,0.06737886188715483,418.97440338134766,16.925033569335938,9.960000038146973,1.0,0,57,2,0,0,"Foundation Level Extension – Agile Tester 
Qualifications"
35,header,493.54779052734375,59.972991943359375,0.07122683128665008,29.2923583984375,13.685043334960938,9.960000038146973,1.0,0,5,1,0,0,Board
36,heading,70.94400024414062,106.30280303955078,0.1262503599044546,137.81460571289062,21.97692108154297,15.960000038146973,1.6024096362469775,1,17,1,0,0,Table of Contents
37,paragraph,70.94400024414062,143.08279418945312,0.16993205960742652,472.5422058105469,13.714920043945312,9.960000038146973,1.0,1,19,2,0,0,"Revision History 
3"
38,paragraph,70.9439697265625,160.48294067382812,0.19059731671476024,472.542236328125,13.714920043945312,9.960000038146973,1.0,1,20,2,0,0,"Table of Contents 
4"
39,list_item,70.9439697265625,178.00259399414062,0.2114045059312834,472.542236328125,13.714920043945312,9.960000038146973,1.0,1,54,3,0,0,"1. 
Introduction to the Foundation Level Extensions 
6"
40,list_item,70.9439697265625,195.52224731445312,0.23221169514780657,472.542236328125,13.714920043945312,9.960000038146973,1.0,1,62,3,0,0,"2. 
Introduction to Foundation Level Agile Tester Extension 
7"
41,paragraph,80.90396118164062,213.11160278320312,0.25310166601330536,462.5822448730469,13.685043334960938,9.960000038146973,1.0,0,25,3,0,0,"2.1 
Intended Audience 
7"
42,paragraph,80.90396118164062,224.63534545898438,0.26678782121019523,462.5921936035156,13.685043334960938,9.960000038146973,1.0,0,32,3,0,0,"2.2 
Career Paths for Testers 
7"
43,paragraph,80.91390991210938,236.06942749023438,0.2803674910810384,462.5822448730469,13.685043334960938,9.960000038146973,1.0,0,27,3,0,0,"2.3 
Learning Objectives 
7"
44,paragraph,80.91390991210938,247.59317016601562,0.2940536462779283,462.5822448730469,13.685028076171875,9.960000038146973,1.0,0,26,3,0,0,"2.4 
Entry Requirements 
8"
45,paragraph,80.91390991210938,259.1169128417969,0.30773980147481816,462.5822448730469,13.685028076171875,9.960000038146973,1.0,0,36,3,0,0,"2.5 
Structure and Course Duration
8"
46,paragraph,80.91390991210938,270.640625,0.32142592042755347,462.5822448730469,13.685028076171875,9.960000038146973,1.0,0,25,3,0,0,"2.6 
Keeping It Current
9"
47,list_item,70.95391845703125,288.0905456542969,0.3421502917509464,472.3968505859375,13.71490478515625,9.960000038146973,1.0,1,73,3,0,0,"3. 
Overview of the Foundation Level Extension – Agile Tester Syllabus
10"
48,paragraph,80.90402221679688,305.6799011230469,0.36304026261644523,462.4467468261719,13.685028076171875,9.960000038146973,1.0,0,26,3,0,0,"3.1 
Business Outcomes 
10"
49,paragraph,80.90402221679688,317.0841064453125,0.3765844494599911,462.4467468261719,13.685028076171875,9.960000038146973,1.0,0,15,3,0,0,"3.2 
Content
10"
50,list_item,70.94400024414062,334.5340270996094,0.39730882078338403,472.4067687988281,13.71490478515625,9.960000038146973,1.0,1,18,3,0,0,"4. 
References 
12"
51,paragraph,80.90402221679688,352.1233825683594,0.41819879164888285,462.4567565917969,13.685028076171875,9.960000038146973,1.0,0,19,3,0,0,"4.1 
Trademarks 
12"
52,paragraph,80.91403198242188,363.6470947265625,0.43188491060161815,462.4467468261719,13.685028076171875,9.960000038146973,1.0,0,31,3,0,0,"4.2 
Documents and Web Sites
12"
53,footer,76.601318359375,718.7114868164062,0.8535765876679409,456.55316162109375,11.56488037109375,9.960000038146973,1.0,0,40,3,0,0,"Version 2014 
Page 4 of 12 
May 31, 2014"
54,footer,76.58399963378906,735.8699951171875,0.873954863559605,142.71002197265625,8.2440185546875,6.0,0.6024096362469775,0,53,1,0,0,© International Software Testing Qualifications Board
55,header,74.42400360107422,36.933013916015625,0.04386343695488792,441.2638626098633,25.204998016357422,9.960000038146973,1.0,0,41,3,0,0,"International 
Overview 
Software Testing"
56,header,74.42400360107422,56.733001708984375,0.06737886188715483,418.97440338134766,16.925033569335938,9.960000038146973,1.0,0,57,2,0,0,"Foundation Level Extension – Agile Tester 
Qualifications"
57,header,493.54779052734375,59.972991943359375,0.07122683128665008,29.2923583984375,13.685043334960938,9.960000038146973,1.0,0,5,1,0,0,Board
58,heading,70.94400024414062,106.22300720214844,0.12615559050136393,142.79415893554688,21.929031372070312,15.960000038146973,1.6024096362469775,0,16,1,0,0,Acknowledgements
59,paragraph,70.94400024414062,143.15298461914062,0.17001542116287485,447.4998474121094,25.089218139648438,9.960000038146973,1.0,0,130,2,0,1,"This document was produced by a team from the International Software Testing Qualifications Board 
Foundation Level Working Group."
60,paragraph,70.94400024414062,177.59463500976562,0.21091999407335585,471.4765319824219,13.685043334960938,9.960000038146973,1.0,0,104,1,0,1,The Agile Extension team thanks the review team and the National Boards for their suggestions and input.
61,paragraph,70.94400024414062,200.63211059570312,0.23828041638444553,471.9347229003906,48.16654968261719,9.960000038146973,1.0,0,387,4,0,1,"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working 
Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry 
Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes 
and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead)."
62,paragraph,70.94400024414062,258.1510925292969,0.30659274647184903,438.5986633300781,25.208740234375,9.960000038146973,1.0,0,166,2,0,1,"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon 
Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber."
63,paragraph,70.94400024414062,292.5927734375,0.34749735562648454,458.5893859863281,48.25616455078125,9.960000038146973,1.0,0,343,4,0,1,"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra 
Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula 
Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen, 
Robert Treffny, Chris Van Bael, and Erik van Veenendaal."
64,paragraph,70.9439697265625,350.0818786621094,0.4157742026865907,471.92474365234375,117.29898071289062,9.960000038146973,1.0,0,1000,10,0,1,"The team thanks also the following persons, from the National Boards and the Agile expert community, 
who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani 
Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes, 
Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill 
Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter 
Morgan, Ninna Morin, Ingvar Nordstrom, Chris O’Dea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung, 
Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik 
Sandberg, Dakar Shalom,  Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde, 
Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye 
Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo."
65,paragraph,70.9439697265625,476.61376953125,0.5660496075192993,455.34039306640625,25.208740234375,9.960000038146973,1.0,0,103,2,0,1,"This document was formally approved for release by the General Assembly of the ISTQB® on May 31, 
2014."
66,footer,76.58135986328125,718.74169921875,0.8536124693809383,456.55316162109375,11.56488037109375,9.960000038146973,1.0,0,40,3,0,0,"Version 2014 
Page 5 of 12 
May 31, 2014"
67,footer,76.58399963378906,735.8699951171875,0.873954863559605,142.71002197265625,8.2440185546875,6.0,0.6024096362469775,0,53,1,0,0,© International Software Testing Qualifications Board
68,header,430.75,59.972991943359375,0.07122683128665008,92.0902099609375,13.685043334960938,9.960000038146973,1.0,0,20,1,0,0,Qualifications Board
69,header,74.42400360107422,36.933013916015625,0.04386343695488792,441.2638626098633,25.204998016357422,9.960000038146973,1.0,0,41,3,0,0,"International 
Overview 
Software Testing"
70,header,74.42400360107422,56.733001708984375,0.06737886188715483,190.64118194580078,13.685043334960938,9.960000038146973,1.0,0,41,1,0,0,Foundation Level Extension – Agile Tester
71,list_item,70.94400024414062,120.26298522949219,0.14283014872861305,395.0753479003906,22.056716918945312,15.960000038146973,1.6024096362469775,0,50,1,0,0,1. Introduction to the Foundation Level Extensions
72,paragraph,70.94398498535156,144.59298706054688,0.1717256378391293,473.02842712402344,36.73252868652344,9.960000038146973,1.0,0,220,3,0,1,"This overview document is intended for anyone with an interest in the ISTQB Foundation Level 
Extensions who wants a high-level introduction to the leading principles and an overview of the individual 
extension syllabi."
73,paragraph,70.94398498535156,190.55844116210938,0.22631643843480923,473.1488494873047,36.73252868652344,9.960000038146973,1.0,0,263,3,0,1,"From time to time, ISTQB will update this document to reflect any additional extensions that shall be 
introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the 
updated document will be available on the ISTQB website."
74,paragraph,70.94398498535156,236.67330932617188,0.2810846904111305,473.13487243652344,82.70779418945312,9.960000038146973,1.0,0,653,7,0,1,"The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for 
some time. New topics emerge due to technology and methodology changes in the market which often 
are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the 
Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the 
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and 
introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but 
that is beyond the scope of this document."
75,paragraph,70.94400787353516,328.6140441894531,0.3902779622202531,314.58663177490234,13.685028076171875,9.960000038146973,1.0,0,68,1,0,0,The following Foundation Level Extension syllabus has been released:
76,list_item,88.95169067382812,340.8548889160156,0.40481578256058864,74.08245849609375,13.685028076171875,9.960000038146973,1.0,0,15,2,0,0," 
Agile Tester"
77,paragraph,70.95396423339844,363.7728576660156,0.43203427276248885,473.1089630126953,59.7998046875,9.960000038146973,1.0,0,424,5,0,1,"In this document, each Foundation Level Extension syllabus is summarized and the associated Business 
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who 
achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and 
will outline the benefits for companies that are considering the development of specific testing skills at this 
level."
78,footer,76.59132385253906,718.7276000976562,0.8535957245815395,456.5531463623047,11.56488037109375,9.960000038146973,1.0,0,40,3,0,0,"Version 2014 
Page 6 of 12 
May 31, 2014"
79,footer,76.58399963378906,735.8699951171875,0.873954863559605,142.71002197265625,8.2440185546875,6.0,0.6024096362469775,0,53,1,0,0,© International Software Testing Qualifications Board
80,header,430.75,59.972991943359375,0.07122683128665008,92.0902099609375,13.685043334960938,9.960000038146973,1.0,0,20,1,0,0,Qualifications Board
81,header,74.42400360107422,36.933013916015625,0.04386343695488792,441.2638626098633,25.204998016357422,9.960000038146973,1.0,0,41,3,0,0,"International 
Overview 
Software Testing"
82,header,74.42400360107422,56.733001708984375,0.06737886188715483,190.64118194580078,13.685043334960938,9.960000038146973,1.0,0,41,1,0,0,Foundation Level Extension – Agile Tester
83,list_item,70.94400024414062,120.26298522949219,0.14283014872861305,452.1228332519531,22.056716918945312,15.960000038146973,1.6024096362469775,0,58,1,0,0,2. Introduction to Foundation Level Agile Tester Extension
84,paragraph,70.94400024414062,144.59298706054688,0.1717256378391293,473.1479797363281,59.66044616699219,9.960000038146973,1.0,0,456,5,0,1,"The certification for Foundation Level Extension – Agile Tester is designed for professionals who are 
working within Agile environments. It is also for professionals who are planning to start implementing 
Agile methods in the near future, or are working within companies that plan to do so, The certification 
provides an advantage for those who would like to know the required Agile activities, roles, methods, and 
methodologies specific to their role."
85,heading,70.94400024414062,214.9669952392578,0.25530521999911854,147.77247619628906,19.290969848632812,14.039999961853027,1.40963854498791,0,21,1,0,0,2.1 Intended Audience
86,paragraph,70.94400024414062,239.18301391601562,0.2840653371924176,470.7146911621094,13.685043334960938,9.960000038146973,1.0,0,106,1,0,0,The Foundation Level Extension – Agile Tester qualification is aimed at four main groups of professionals:
87,list_item,88.94172668457031,250.70675659179688,0.2977514923893074,454.54747009277344,25.208770751953125,9.960000038146973,1.0,0,137,2,0,1,"1. Professionals who have achieved in-depth testing experience in traditional methods and would 
like to get an Agile Tester Certificate."
88,list_item,88.94173431396484,273.75421142578125,0.3251237665389326,455.15311431884766,36.612945556640625,9.960000038146973,1.0,0,206,3,0,1,"2. Junior professional testers who are just starting in the testing profession, have received the 
Foundation Level certificate, and would like to know more about the tester’s role in an Agile 
environment."
89,list_item,88.9516830444336,308.2058410644531,0.36604019128794907,454.8354263305664,25.208740234375,9.960000038146973,1.0,0,164,2,0,1,"3. Professionals who are relatively new to testing and are required to implement test approaches, 
methods and techniques in their day to day job in Agile projects."
90,list_item,88.9616470336914,331.2532653808594,0.3934124291934197,455.12422943115234,36.732452392578125,9.960000038146973,1.0,0,192,3,0,1,"4. Professionals who are experienced in their role (including unit testing) and need more 
understanding and knowledge about how to perform and manage testing on all levels in Agile 
projects."
91,paragraph,70.96392822265625,377.2186584472656,0.44800315730079054,473.0162353515625,25.228668212890625,9.960000038146973,1.0,0,183,2,0,1,"These professionals include people who are in roles such as testers, test analysts, test engineers, test 
consultants, test managers, user acceptance testers, and software developers."
92,paragraph,70.973876953125,411.7997741699219,0.48907336599753193,472.90582275390625,48.13665771484375,9.960000038146973,1.0,0,307,4,0,1,"This Foundation Level Extension – Agile Tester certification may also be appropriate for anyone who 
wants a deeper understanding of software testing in the Agile world, such as project managers, quality 
managers, software development managers, business analysts, IT directors, and management 
consultants."
93,heading,70.94400024414062,482.13702392578125,0.5726092920733744,184.21890258789062,19.29095458984375,14.039999961853027,1.40963854498791,0,28,1,0,0,2.2 Career Paths for Testers
94,paragraph,70.94400024414062,506.3230285644531,0.6013337631406807,473.0303039550781,48.136627197265625,9.960000038146973,1.0,0,340,4,0,1,"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for 
professional testers. A person with the Agile Tester certificate has extended the broad understanding of 
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in 
an Agile project."
95,paragraph,70.96392822265625,563.8419189453125,0.6696459844956205,472.87994384765625,25.20880126953125,9.960000038146973,1.0,0,144,2,0,1,"People possessing an ISTQB Foundation Level Extension – Agile Tester certificate may use the Certified 
Tester Foundation Level acronym CTFL-AT."
96,heading,70.94400024414062,611.2869873046875,0.7259940466801514,154.65206909179688,19.29095458984375,14.039999961853027,1.40963854498791,0,23,1,0,0,2.3 Learning Objectives
97,paragraph,70.94400024414062,635.4730224609375,0.7547185539916123,472.8591003417969,25.208740234375,9.960000038146973,1.0,0,187,2,0,1,"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize, 
remember and recall terms and concepts stated in the Foundation Level syllabus."
98,paragraph,70.94400024414062,669.9146728515625,0.7956231269020932,472.9655456542969,25.19879150390625,9.960000038146973,1.0,0,121,2,0,1,"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an 
extension exam."
99,footer,76.58135986328125,718.6891479492188,0.8535500569468156,456.55316162109375,11.56488037109375,9.960000038146973,1.0,0,40,3,0,0,"Version 2014 
Page 7 of 12 
May 31, 2014"
100,footer,76.58399963378906,735.8699951171875,0.873954863559605,142.71002197265625,8.2440185546875,6.0,0.6024096362469775,0,53,1,0,0,© International Software Testing Qualifications Board
101,header,430.75,59.972991943359375,0.07122683128665008,92.0902099609375,13.685043334960938,9.960000038146973,1.0,0,20,1,0,0,Qualifications Board
102,header,74.42400360107422,36.933013916015625,0.04386343695488792,441.2638626098633,25.204998016357422,9.960000038146973,1.0,0,41,3,0,0,"International 
Overview 
Software Testing"
103,header,74.42400360107422,56.733001708984375,0.06737886188715483,190.64118194580078,13.685043334960938,9.960000038146973,1.0,0,41,1,0,0,Foundation Level Extension – Agile Tester
104,paragraph,70.94398498535156,107.15298461914062,0.1272600767448226,472.8530731201172,36.73252868652344,9.960000038146973,1.0,0,256,3,0,1,"That said, each extension level exam focuses on the learning objectives defined in that extension 
syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each 
chapter within each particular extension syllabus."
105,heading,70.94400024414062,154.6070098876953,0.18361877658871179,154.68576049804688,19.290969848632812,14.039999961853027,1.40963854498791,0,22,1,0,0,2.4 Entry Requirements
106,paragraph,70.94400024414062,178.79299926757812,0.21234322953394077,473.0094299316406,25.208786010742188,9.960000038146973,1.0,0,149,2,0,1,"To be able to participate in a Foundation Level Extension – Agile Tester exam, candidates must have 
obtained the ISTQB Foundation Level certificate."
107,heading,70.94400024414062,214.7270050048828,0.2550201959677943,221.00506591796875,19.290969848632812,14.039999961853027,1.40963854498791,0,33,1,0,0,2.5 Structure and Course Duration
108,paragraph,70.94400024414062,238.94302368164062,0.28378031316109337,472.8928527832031,25.208770751953125,9.960000038146973,1.0,0,124,2,0,1,"The Foundation Level Extension – Agile Tester syllabus has no shared or common elements with the 
Foundation Level syllabus."
109,paragraph,70.94400024414062,273.3847351074219,0.32468495855988344,306.1116943359375,13.685028076171875,9.960000038146973,1.0,0,67,1,0,0,The syllabi must be taught in the following minimum number of days:
110,paragraph,212.2100067138672,299.8327941894531,0.35609595509436237,182.79344177246094,13.71490478515625,9.960000038146973,1.0,1,14,2,0,0,"Syllabus 
Days"
111,paragraph,212.2100067138672,317.9029846191406,0.3775569888588369,173.68663024902344,13.685028076171875,9.960000038146973,1.0,0,23,2,0,0,"Baseline: Foundation 
3"
112,paragraph,212.2100067138672,335.9029846191406,0.39893466106786296,173.68663024902344,13.685028076171875,9.960000038146973,1.0,0,26,2,0,0,"Extension: Agile Tester 
2"
113,paragraph,70.94400024414062,365.4230041503906,0.43399406668692475,472.9755554199219,25.208740234375,9.960000038146973,1.0,0,117,2,0,1,"The following figure shows the structure of the Agile Tester Extension and its relationship to the 
Foundation Level."
114,footer,76.58399963378906,718.6878662109375,0.8535485346923248,456.5531463623047,11.56488037109375,9.960000038146973,1.0,0,40,3,0,0,"Version 2014 
Page 8 of 12 
May 31, 2014"
115,footer,76.58399963378906,735.8699951171875,0.873954863559605,142.71002197265625,8.2440185546875,6.0,0.6024096362469775,0,53,1,0,0,© International Software Testing Qualifications Board
116,header,430.75,59.972991943359375,0.07122683128665008,92.0902099609375,13.685043334960938,9.960000038146973,1.0,0,20,1,0,0,Qualifications Board
117,header,74.42400360107422,36.933013916015625,0.04386343695488792,441.2638626098633,25.204998016357422,9.960000038146973,1.0,0,41,3,0,0,"International 
Overview 
Software Testing"
118,header,74.42400360107422,56.733001708984375,0.06737886188715483,190.64118194580078,13.685043334960938,9.960000038146973,1.0,0,41,1,0,0,Foundation Level Extension – Agile Tester
119,heading,70.94400024414062,131.5669708251953,0.15625530976864052,144.57554626464844,19.290969848632812,14.039999961853027,1.40963854498791,0,22,1,0,0,2.6 Keeping It Current
120,paragraph,70.94400024414062,155.75302124023438,0.1849798352021786,473.0133361816406,48.25627136230469,9.960000038146973,1.0,0,374,4,0,1,"The software industry changes rapidly. To deal with these changes and to provide the stakeholders with 
access to relevant and current information, the ISTQB working groups have created links on the 
www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences 
in the industry. This information is not examinable under this syllabus."
121,footer,76.58135986328125,718.7025756835938,0.8535660043748144,456.55316162109375,11.56488037109375,9.960000038146973,1.0,0,40,3,0,0,"Version 2014 
Page 9 of 12 
May 31, 2014"
122,footer,76.58399963378906,735.8699951171875,0.873954863559605,142.71002197265625,8.2440185546875,6.0,0.6024096362469775,0,53,1,0,0,© International Software Testing Qualifications Board
123,header,430.75,59.972991943359375,0.07122683128665008,92.0902099609375,13.685043334960938,9.960000038146973,1.0,0,20,1,0,0,Qualifications Board
124,header,74.42400360107422,36.933013916015625,0.04386343695488792,441.2638626098633,25.204998016357422,9.960000038146973,1.0,0,41,3,0,0,"International 
Overview 
Software Testing"
125,header,74.42400360107422,56.733001708984375,0.06737886188715483,190.64118194580078,13.685043334960938,9.960000038146973,1.0,0,41,1,0,0,Foundation Level Extension – Agile Tester
126,list_item,70.94400024414062,117.14299011230469,0.13912469134477992,470.0954284667969,40.53840637207031,15.960000038146973,1.6024096362469775,0,69,2,0,0,"3. Overview of the Foundation Level Extension – Agile Tester
Syllabus"
127,heading,70.94400024414062,185.5669708251953,0.2203883263957189,155.33860778808594,19.290969848632812,14.039999961853027,1.40963854498791,0,21,1,0,0,3.1 Business Outcomes
128,paragraph,70.94400024414062,209.75302124023438,0.24911285182925696,472.5791320800781,25.208786010742188,9.960000038146973,1.0,0,143,2,0,1,"This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level 
Extension – Agile Tester certification."
129,paragraph,70.93403625488281,244.44369506835938,0.29031317704080684,99.71954345703125,13.286651611328125,9.960000038146973,1.0,0,20,1,0,0,An Agile Tester can…
130,paragraph,107.77999877929688,267.2629699707031,0.31741445364691584,406.2206726074219,25.205047607421875,9.960000038146973,1.0,0,133,3,0,1,"AFM1 
Collaborate in a cross-functional Agile team being familiar with principles and basic 
practices of Agile software development."
131,paragraph,107.77999877929688,301.822998046875,0.35845961763286815,392.2577819824219,13.685028076171875,9.960000038146973,1.0,0,85,2,0,1,"AFM2 
Adapt existing testing experience and knowledge to Agile values and principles."
132,paragraph,107.77999877929688,326.7829895019531,0.3881033129476878,289.98779296875,13.685028076171875,9.960000038146973,1.0,0,65,2,0,1,"AFM3 
Support the Agile team in planning test-related activities."
